Country Name,Series,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lesotho,"Out-of-school children of primary school age, both sexes (number)",109301,109665,115695,122867,120866,122716,133219,131258,135855,136079,..,162947,172828,95107,86658,75130,63593,60828,52917,44134,48465,42491,40156,33563,33121,32551,29491,28626,23616,16355,7408,..,..,..
Liberia,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.70166,..,..,..,1.77712,1.73466,2.2791,..,..,2.76128,2.58412,..,..
Liberia,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,61.89292,84.07365,98.54195,..,..,..,..,..,91.23511,..,91.17358,96.53089,..,100.21535,..,..,93.06524,90.20212,89.15522,84.7126,..,..,..
Liberia,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,0.65185,0.75084,0.73705,..,..,..,..,..,0.9221,..,0.90885,0.89356,..,0.91209,..,..,0.91573,0.89947,0.99311,0.99089,..,..,..
Liberia,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,209139,..,..,..,..,..,..,..,..,316739,..,..,..,..,..,47513,..,..,159479,..,..,..
Libya,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,2.26417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,106.92603,..,104.52957,103.30911,101.61346,103.8996,101.4564,106.59642,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,0.98587,..,1.01746,1.0011,0.9695,0.97131,0.98791,0.95766,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.46014,2.43333,..,2.05381,1.92119,2.04837,..,..,2.55604,..,..,..,..,..,..,..,..,..
Liechtenstein,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.38581,108.45341,102.46801,109.09091,106.33737,103.25048,106.52174,102.3374,105.40827,105.11425,..,102.25564,104.80349,103.37691,102.86659,106.80272,..,..
Liechtenstein,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.02369,0.98724,0.91865,1.02981,0.98528,0.95684,1.01574,0.94228,1.00861,1.02419,..,0.9922,0.98414,0.96183,0.96725,1.00841,..,..
Liechtenstein,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,9,100,23,23,16,30,15,24,29,..,44,1,6,..,3,..,..
Lithuania,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,4.76492,4.84372,5.44955,6.11601,..,..,5.84038,5.79253,5.10851,5.16916,4.87319,4.82055,4.59055,4.83454,5.57741,5.31274,5.12709,4.76923,4.6095,4.49106,4.22989,4.00394,3.81283,..,..,..
Lithuania,"Gross enrolment ratio, primary, female (%)",..,..,..,..,88.66577,88.77698,91.7023,91.84982,97.46367,98.85379,99.36624,98.98023,101.94166,102.77896,102.3917,102.35947,102.24497,103.41191,102.42101,101.68277,100.64738,98.82881,99.19292,99.82954,100.63497,101.57142,101.66433,101.43568,101.94596,102.75126,103.86016,104.2822,..,..
Lithuania,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,0.9314,0.94427,0.9453,0.91761,0.97199,0.97482,0.96824,0.97848,0.98305,0.9931,0.98574,0.98596,0.98645,0.98956,0.99199,0.99343,0.99125,0.98703,0.9854,0.9886,0.98822,0.9946,0.99827,0.99731,0.99725,0.99733,0.99973,1.00032,..,..
Lithuania,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,8353,65,242,639,480,197,254,293,312,276,163,148,48,99,136,148,72,87,108,247,201,..,..
Low & middle income,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,3.916164994,3.508369923,3.684484959,3.394880056,3.67040503,3.527954936,3.631690025,3.818109989,3.668789983,3.857485056,4.314085007,4.006750107,3.930124998,4.101180077,4.364099979,..,..,..,..,..,..,..
Low & middle income,"Gross enrolment ratio, primary, female (%)",91.04746,91.85359,92.14855,92.07466,92.00723,91.81779,92.10117,92.25344,92.44564,91.77458,91.6307,92.33749,92.90921,94.00626,95.14037,95.62237,98.53777,99.09204,99.54427,99.81897,100.76914,101.56968,101.76203,101.82286,102.35443,103.34685,104.15358,102.78715,102.52431,104.70995,104.27007,100.06967,100.4877,..
Low & middle income,"Gross enrolment ratio, primary, gender parity index (GPI)",0.85295,0.85708,0.85961,0.86541,0.87535,0.88263,0.88917,0.89362,0.89636,0.89915,0.90474,0.907,0.91205,0.91461,0.9196,0.92163,0.94486,0.94656,0.94965,0.95364,0.95672,0.96436,0.96951,0.9723,0.97442,0.97907,0.99807,0.99788,0.99933,1.00879,1.00523,0.97892,0.97914,..
Low & middle income,"Out-of-school children of primary school age, both sexes (number)",101114810,98506876,96053362,97652570,97918863,100825034,101800837,103341660,107594827,110965590,111620305,108487878,101979293,96297155,92491100,89019175,79327452,73736597,69011034,67574255,58971092,58193187,58818619,58783081,58718272,57056529,55475156,55340496,56949509,56298921,56237419,56815805,57065870,..
Low income,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,3.151439905,2.971560001,3.272500038,..,..,3.38617003,3.52218008,..,..,3.595175028,4.04365015,3.585759997,3.798424959,4.053530216,3.474649906,3.993020058,..,..,..,..,..,..
Low income,"Gross enrolment ratio, primary, female (%)",53.30207,52.9798,51.93378,50.63202,52.49186,51.36403,51.57213,52.86089,55.00758,55.22605,59.8292,60.96653,61.69304,64.31154,67.2012,71.7977,75.50843,77.64467,81.74658,84.93664,87.26208,91.65576,92.75332,93.32413,94.11858,95.78914,95.97465,96.83209,96.21403,96.737,96.93498,97.2768,97.53248,..
Low income,"Gross enrolment ratio, primary, gender parity index (GPI)",0.76236,0.74868,0.75431,0.75613,0.76638,0.76652,0.76915,0.77145,0.75563,0.74821,0.75626,0.75901,0.78231,0.7931,0.79987,0.80494,0.81508,0.81142,0.84272,0.85817,0.86377,0.87633,0.88857,0.89527,0.89965,0.90527,0.90951,0.9123,0.92146,0.92283,0.92172,0.91834,0.92101,..
Low income,"Out-of-school children of primary school age, both sexes (number)",23419725,24009277,25320273,26609515,26722418,28079499,29028983,29170020,28581483,29229106,28266884,28889154,29667170,29344713,28652870,27788190,26632233,25545681,24271110,23084386,22338267,20279502,19973024,20647042,19816574,19496996,19086069,19212785,20068511,19976020,19973445,19840409,20272428,..
Lower middle income,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,4.094329834,3.134629965,3.761435032,3.131850004,3.662270069,3.013639927,3.059520006,3.295464993,..,3.760829926,4.098309994,4.484230042,3.839720011,3.942765117,3.844670057,..,..,..,..,..,..,..
Lower middle income,"Gross enrolment ratio, primary, female (%)",76.56882,77.92061,79.02244,79.0962,80.32253,81.16771,83.31135,84.58095,84.16393,84.18236,85.03238,85.10712,85.9196,87.80468,88.32715,89.56045,96.12744,97.73073,99.29695,100.47723,101.72946,102.25098,102.56383,103.01621,103.73284,105.30305,107.37048,105.87094,105.6129,109.35618,108.04716,98.99627,99.11898,..
Lower middle income,"Gross enrolment ratio, primary, gender parity index (GPI)",0.78592,0.79276,0.79285,0.79816,0.81525,0.82515,0.84151,0.84935,0.85236,0.85604,0.86641,0.87044,0.8727,0.87886,0.88723,0.89466,0.94412,0.94635,0.95054,0.95723,0.96462,0.97852,0.98591,0.98627,0.98857,0.99849,1.03281,1.0316,1.033,1.04839,1.04197,0.98912,0.98933,..
Lower middle income,"Out-of-school children of primary school age, both sexes (number)",60966813,59788655,58388487,59851886,60369502,60816244,59072822,57794028,59418552,59795116,60049463,61120166,59691215,54947108,53821612,52568848,45046488,40356272,36738768,35263338,29890374,31044974,32088498,31025314,31533803,29942203,28212820,27883827,28963777,28290191,28541791,29118189,28617200,..
Luxembourg,Government expenditure on education as % of GDP (%),3.944,3.87763,3.74053,..,..,..,..,..,3.53449,3.33611,..,..,..,..,3.5558,..,..,..,..,..,..,..,..,..,..,4.09041,..,4.00789,3.9182,..,3.56959,..,..,..
Luxembourg,"Gross enrolment ratio, primary, female (%)",89.29846,95.00824,..,..,94.43034,..,..,..,..,..,..,..,100.43405,100.71965,99.93835,99.96368,99.29417,100.05938,100.88611,101.73933,101.51259,101.0896,..,98.08506,97.56597,97.31509,97.11206,97.6524,98.91907,100.63095,101.99621,101.98533,..,..
Luxembourg,"Gross enrolment ratio, primary, gender parity index (GPI)",1.00816,1.02021,..,..,1.08191,..,..,..,..,..,..,..,1.01269,1.01135,0.99628,0.99316,0.99771,0.99817,1.00149,1.00526,0.9998,1.01006,..,1.01039,1.02052,1.00279,1.00555,1.00258,0.99895,0.99692,0.99446,0.97575,..,..
Luxembourg,"Out-of-school children of primary school age, both sexes (number)",5286,3753,..,..,..,..,..,..,..,..,..,..,601,729,816,756,1413,1202,589,406,376,653,..,1547,1713,1271,1313,1019,384,87,208,369,..,..
"Macao SAR, China",Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,3.37757,3.36598,3.34087,2.73402,2.862,2.79764,2.24564,2.29065,2.20639,2.05452,2.20792,2.54647,2.6295,2.68519,3.33736,2.04986,2.03206,2.9817,3.07791,2.68989,2.7387,..,..
"Macao SAR, China","Gross enrolment ratio, primary, female (%)",..,..,..,111.61627,103.60578,102.31814,102.60231,..,..,..,..,..,100.13999,101.78888,100.69551,100.03835,97.72999,97.33556,96.78062,96.58241,97.33459,97.19683,94.56134,93.99891,94.00232,93.66979,94.50169,96.95364,98.52305,100.7958,100.8049,100.06885,100.28329,..
"Macao SAR, China","Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,0.96383,0.96894,0.97141,0.96925,..,..,..,..,..,0.95339,0.95845,0.96436,0.94683,0.93577,0.93294,0.9399,0.96235,0.94991,0.95781,0.96649,0.98137,0.98687,0.98233,0.98651,0.99173,0.98414,0.98614,0.98814,0.99346,0.97994,..
"Macao SAR, China","Out-of-school children of primary school age, both sexes (number)",..,..,..,2818,..,5310,..,..,..,..,..,..,4311,4762,5827,5504,5325,4980,4743,4694,4000,3908,4122,4018,3604,3193,2787,1890,1144,577,655,902,373,..
Madagascar,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,1.77545,..,..,..,1.53846,1.58879,2.40501,2.43869,2.7072,2.23179,2.61095,2.81262,3.30964,2.83097,2.90274,2.55434,2.82513,..,2.38168,2.34067,1.77694,2.38123,2.21012,2.68719,..,2.82549,..,..
Madagascar,"Gross enrolment ratio, primary, female (%)",..,93.14322,93.91924,90.9374,93.43885,83.92568,83.15812,82.10169,83.12405,84.3865,..,91.24703,94.0596,99.45475,100.51744,101.25108,115.7074,131.61077,135.82544,135.68342,136.9565,139.91836,147.61199,142.40313,142.05238,143.04652,143.35275,145.04742,147.29429,143.95325,..,143.05715,135.21683,..
Madagascar,"Gross enrolment ratio, primary, gender parity index (GPI)",..,0.94864,0.95294,0.95994,0.97677,0.91534,0.95555,0.96586,1.03762,0.96149,..,0.96186,0.96551,0.96077,0.9614,0.96108,0.95781,0.95803,0.95669,0.96142,0.96778,0.97106,0.97758,0.98191,0.98127,0.98719,0.99253,0.99726,0.99973,1.00178,..,1.00731,1.01724,..
Madagascar,"Out-of-school children of primary school age, both sexes (number)",..,..,546631,582265,..,..,..,..,838703,819866,..,..,737312,722991,720545,736090,529288,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66840,80511,..
Malawi,Government expenditure on education as % of GDP (%),3.52508,3.17144,3.17635,3.27054,..,..,..,..,4.00885,5.38126,..,..,4.99491,5.24797,4.50898,..,3.21566,..,..,..,..,..,..,3.5398,4.15262,..,5.41617,4.83984,5.60866,4.74857,4.03133,4.71484,..,..
Malawi,"Gross enrolment ratio, primary, female (%)",57.85804,57.83479,63.84701,69.21589,72.35086,87.12607,96.50611,103.95623,148.30955,144.04885,..,..,132.43126,135.8452,140.23182,136.83489,..,133.34817,131.02418,131.03284,127.77065,134.39154,132.82125,140.18798,142.29723,142.95457,148.24542,148.77148,147.88121,146.44204,147.76205,143.09862,146.95777,..
Malawi,"Gross enrolment ratio, primary, gender parity index (GPI)",0.84727,0.85862,0.85704,0.85762,0.86306,0.86491,0.9347,0.95124,0.90108,0.90248,..,..,0.94026,0.94686,0.94933,0.95074,..,1.00817,1.00834,1.01961,1.01943,1.0115,1.01313,1.02089,1.0241,1.02167,1.01823,1.01878,1.02041,1.02666,1.03159,1.00899,1.0299,..
Malawi,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,36746,..,..,..,..,32945,33839,47433,113643,51716,43648,..,..,..,..,..,..,..,..,..,..,..
Malaysia,Government expenditure on education as % of GDP (%),6.326,..,..,..,..,5.11143,4.65463,4.70529,4.34255,4.91385,4.62038,..,5.68679,5.97161,7.48447,7.65793,7.50288,5.92389,..,4.48576,4.37254,3.95852,5.97418,4.96645,5.76294,5.73903,5.4812,5.21264,4.89487,4.75191,4.67757,4.48126,4.16319,..
Malaysia,"Gross enrolment ratio, primary, female (%)",94.29754,94.37544,94.22223,94.16159,95.20922,96.59318,97.25013,97.49636,97.57257,97.82935,..,95.86191,95.08179,98.71629,98.05615,96.58365,97.29376,99.70459,100.01074,98.8124,98.23324,98.38411,99.10551,100.20986,101.63896,103.27992,105.15309,104.76151,104.12703,105.67065,106.00638,..,..,..
Malaysia,"Gross enrolment ratio, primary, gender parity index (GPI)",0.99195,0.99152,0.99207,0.99511,0.99673,1.00121,1.00206,1.00487,1.00186,1.00023,..,0.99429,0.9843,1.00075,0.99962,0.99976,0.99845,0.99964,1.00036,1.00233,1.00564,1.00804,1.00883,1.00883,1.01077,1.01021,1.00918,1.00747,1.00579,1.01251,1.01329,..,..,..
Malaysia,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,77511,..,..,..,126645,91810,48608,67587,106205,91239,19793,13035,149606,160731,162369,135221,122105,94129,45955,10412,3277,14470,5297,10381,..,..,..
Maldives,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.79186,5.32407,4.6616,5.01684,4.64524,4.41788,4.47029,5.77493,4.11747,3.5066,3.76038,3.80012,3.47046,4.36655,4.09971,..,..,..,..
Maldives,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,118.60801,121.64629,124.14539,121.21946,120.86464,117.7206,126.88833,128.02079,128.19557,125.8427,123.27495,122.61905,121.33403,116.05285,114.82296,111.21953,109.30007,108.63273,..,..,..,..,..,100.02451,99.63287,98.07931,98.39517,99.34156,..
Maldives,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,0.9977,0.99161,0.97858,0.97137,0.96843,0.96184,0.99987,0.99945,1.00161,0.9948,0.98659,0.97966,0.97664,0.98379,0.9715,0.967,0.95662,0.96387,..,..,..,..,..,0.97116,1.00404,1.01949,1.03627,1.02571,..
Maldives,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,2642,..,1366,1217,313,425,..,155,357,110,166,177,..,..,..,..,..,..,195,1192,1927,1671,1009,..
Mali,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,2.64959,2.23184,2.97156,2.65845,2.89623,3.8056,3.85922,3.52218,..,..,3.40356,3.86904,3.34389,3.75423,3.47949,3.28465,3.64807,3.8015,3.09609,3.78731,..,..,..
Mali,"Gross enrolment ratio, primary, female (%)",17.58736,17.64656,20.4706,20.4351,20.90299,22.29576,25.40354,28.42306,31.8533,34.27016,38.18696,42.71964,46.65677,49.3138,52.80047,56.74475,58.48172,61.73863,64.95911,68.39331,71.31305,73.82848,75.67007,76.95044,78.27162,75.42195,..,72.40482,71.5374,72.29217,75.63831,71.60267,..,..
Mali,"Gross enrolment ratio, primary, gender parity index (GPI)",0.60849,0.60862,0.61152,0.60273,0.602,0.60234,0.61915,0.63916,0.68671,0.66842,0.66679,0.70472,0.71548,0.74539,0.73335,0.75298,0.76265,0.77598,0.78545,0.80532,0.81907,0.83396,0.84485,0.85758,0.87009,0.87455,..,0.8872,0.89754,0.88272,0.89448,0.901,..,..
Mali,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,957070,..,..,897316,925765,955377,882923,881602,863767,..,762773,766727,771049,860817,1016025,1032866,1156190,1156107,1032074,1343000,..,..
Malta,Government expenditure on education as % of GDP (%),3.16532,3.33824,3.58874,3.83142,3.9203,4.3141,..,..,..,..,..,4.27743,..,..,..,4.14626,..,4.47434,..,..,5.98135,5.57061,5.17037,6.45489,7.79612,6.52243,7.87614,7.20495,5.21635,5.20754,4.82438,..,..,..
Malta,"Gross enrolment ratio, primary, female (%)",103.44828,103.89486,105.10992,105.24724,105.10446,101.96277,102.35322,102.51051,101.32382,103.81387,105.32923,107.03637,107.53785,107.31267,106.33891,104.43679,102.24516,102.05055,98.95434,101.04257,100.67024,100.80334,96.87174,101.88239,101.81991,100.83458,101.9724,103.56389,104.3316,105.09619,105.10351,107.04791,..,..
Malta,"Gross enrolment ratio, primary, gender parity index (GPI)",0.96219,0.96937,0.98837,0.97473,0.97108,0.97367,0.97975,0.9804,0.96737,0.99366,0.99595,1.00922,1.00871,1.00876,0.99869,0.99007,0.98448,0.98713,0.97534,0.99887,0.99564,0.99606,1.00132,1.00293,1.01173,1.00101,1.00509,1.01409,1.01476,1.02111,1.00193,1.00677,..,..
Malta,"Out-of-school children of primary school age, both sexes (number)",1793,1869,1678,1458,1410,1431,1317,1716,1389,862,554,..,..,..,..,..,..,..,..,..,..,..,..,..,168,25,77,175,166,295,57,..,..,..
Marshall Islands,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,13.73183,..,..,8.20898,11.8198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,88.76933,..,..,118.63479,111.73485,116.76111,126.51055,110.50014,103.36576,101.38052,97.42169,..,93.22419,..,..,..,86.46421,84.56508,..,..,78.08496,..
Marshall Islands,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,0.9863,..,..,0.93261,1.01401,0.94567,1.25307,0.99297,0.97744,0.9999,0.9863,..,0.96936,..,..,..,0.97674,0.99596,..,..,0.96443,..
Marshall Islands,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,..,..,..,..,..,..,531,..,..,..,2378,2251,..,..,2351,..
Mauritania,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,1.5858,..,1.72203,..,2.10684,2.27715,2.36501,1.9508,..,1.95851,..,..,..,..,2.33102,2.15821,2.29354,..,..,1.94406,..,..,1.89546,..
Mauritania,"Gross enrolment ratio, primary, female (%)",39.28354,41.08167,40.3136,38.88034,41.56196,46.57596,54.25376,60.26394,63.99797,68.56046,74.02135,77.71847,80.90451,81.64222,81.04233,83.9496,87.06136,94.24475,95.20287,97.4526,99.14579,95.32793,100.97101,101.96191,100.87,101.42742,101.3972,103.14436,107.0447,99.7792,99.80764,102.75245,103.54707,..
Mauritania,"Gross enrolment ratio, primary, gender parity index (GPI)",0.67908,0.71365,0.71356,0.73083,0.75172,0.7793,0.8215,0.83535,0.84216,0.87058,0.91321,0.94318,0.96808,0.96855,0.96069,0.98389,0.99965,1.00977,1.03247,1.02503,1.03169,1.04424,1.04892,1.04618,1.05479,1.05178,1.04841,1.05532,1.04896,1.06181,1.06635,1.05809,1.06356,..
Mauritania,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,200176,181245,172293,..,165516,170295,171187,157680,161472,149442,119295,128176,118297,116312,136998,144065,145484,145950,156482,144732,135997,..,164677,138310,129168,156142,..
Mauritius,Government expenditure on education as % of GDP (%),3.05736,3.13145,3.51567,3.17034,3.50989,..,..,..,..,..,..,..,3.93976,3.76911,3.11486,3.0609,4.41583,4.31307,4.0782,3.69751,3.1854,3.06307,3.04731,3.55147,3.33207,3.4182,3.61579,4.91695,4.88667,5.0136,5.02313,4.83459,4.71935,..
Mauritius,"Gross enrolment ratio, primary, female (%)",114.67727,112.54922,111.71017,112.36706,111.40424,108.08814,105.75332,104.56619,104.73417,105.61282,106.09438,106.13209,105.34473,104.09651,102.08903,101.47552,101.41202,101.93524,103.10853,103.78277,103.52744,103.48994,102.92582,103.05452,103.41563,103.38538,102.83093,103.50933,103.83742,103.37964,102.43522,102.48569,100.81176,..
Mauritius,"Gross enrolment ratio, primary, gender parity index (GPI)",1.0003,1.00224,1.00598,1.01041,1.01069,1.01289,1.0105,1.00272,0.99787,0.99416,0.99638,0.99867,0.99884,0.99127,0.99459,0.9995,0.99995,0.99794,0.99777,0.99711,0.99886,0.99437,1.00263,1.00514,1.00815,1.00739,1.01698,1.02053,1.01763,1.0179,1.01774,1.02711,1.02579,..
Mauritius,"Out-of-school children of primary school age, both sexes (number)",441,679,832,3472,9004,..,8637,7385,6232,3550,2507,143,360,292,598,824,1151,2153,775,715,734,454,1090,1209,1338,4732,2305,1229,1063,1426,1008,1156,1209,..
Mayotte,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Government expenditure on education as % of GDP (%),..,..,2.28201,2.32498,2.548,3.00502,..,3.64709,3.69256,..,..,3.36529,3.53536,3.99244,4.24104,4.45496,5.07258,4.72671,4.84569,4.69992,4.69051,4.82007,5.18794,5.15922,5.10565,5.1031,4.69605,5.26062,5.23524,4.90949,4.52282,..,..,..
Mexico,"Gross enrolment ratio, primary, female (%)",115.2483,113.21949,112.22097,110.33456,109.70982,109.2155,108.6696,107.71734,107.57074,106.84209,106.69546,106.56136,106.97446,107.61904,107.91995,108.40533,108.5613,108.12242,107.59824,107.07042,107.66878,108.32095,109.56119,109.83842,109.8901,109.9153,109.00775,107.7004,106.47186,106.33317,106.03469,105.36071,..,..
Mexico,"Gross enrolment ratio, primary, gender parity index (GPI)",0.97188,0.97311,0.97481,0.96691,0.97145,0.96796,0.96697,0.96261,0.9669,0.96698,0.96631,0.96788,0.97098,0.97533,0.97937,0.98179,0.98314,0.98428,0.98198,0.98008,0.97971,0.9803,0.9826,0.98594,0.98848,0.99117,0.99224,0.99447,0.99753,1.00102,1.00491,1.00622,..,..
Mexico,"Out-of-school children of primary school age, both sexes (number)",0,115520,433730,209888,257508,226919,285396,392900,461881,529379,529542,442046,13655,2420,14999,26525,31635,36460,21959,11664,1966,9196,2309,18757,35529,44730,54731,67610,77591,88053,97717,93645,..,..
"Micronesia, Fed. Sts.",Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,6.42491,6.70687,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.40792,..,..,..,..,..
"Micronesia, Fed. Sts.","Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.79177,109.57112,..,113.84809,..,..,..,..,..,..,99.85442,95.96471,95.06951,..,..,94.73008,..
"Micronesia, Fed. Sts.","Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.98122,0.97354,..,1.01275,..,..,..,..,..,..,0.97012,0.97595,0.96101,..,..,0.95877,..
"Micronesia, Fed. Sts.","Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1308,2059,1440,..,..,1474,..
Middle East & North Africa,Government expenditure on education as % of GDP (%),..,..,4.312865019,..,..,..,4.569794893,..,..,4.671569824,..,..,..,..,6.20182991,..,..,5.371479988,..,4.289989948,..,4.466135025,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,"Gross enrolment ratio, primary, female (%)",81.98042,82.65705,83.4025,84.98114,85.82735,84.5741,85.16747,86.86735,85.92506,86.2108,87.58752,88.59565,89.826,91.07989,92.78701,94.32922,95.53341,96.04313,96.0276,96.82722,97.92732,98.70162,99.51803,100.48727,100.2792,102.85304,104.01301,102.7119,102.68907,102.60748,102.50825,102.69207,102.87284,..
Middle East & North Africa,"Gross enrolment ratio, primary, gender parity index (GPI)",0.81,0.81299,0.82716,0.83709,0.84099,0.85269,0.85952,0.86204,0.87075,0.84645,0.87229,0.87881,0.88677,0.89499,0.90472,0.91096,0.91635,0.92088,0.92317,0.92566,0.93045,0.93453,0.9369,0.94015,0.93661,0.94738,0.95524,0.96247,0.96964,0.96954,0.96999,0.97164,0.97417,..
Middle East & North Africa,"Out-of-school children of primary school age, both sexes (number)",7129136,7117333,7361210,6682427,6674082,7713546,7769339,7250888,7791258,7093397,7144644,7233007,6918324,6398065,5348501,4548201,4188261,3851844,3967200,4027151,3453388,3135848,2793693,2322527,2344683,1986473,2397917,2627967,2600672,2659470,2618011,2576943,2652317,..
Middle East & North Africa (excluding high income),Government expenditure on education as % of GDP (%),..,..,4.312865019,..,..,..,..,..,..,4.185309887,..,..,..,..,..,..,..,..,..,..,..,4.466135025,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),"Gross enrolment ratio, primary, female (%)",83.15897,83.77979,84.52314,86.22138,87.17104,85.60256,86.0203,87.68785,86.40682,86.55017,87.94233,88.93473,90.16473,91.40705,93.13162,94.69334,95.82221,96.15474,95.8914,96.62017,97.63079,98.33283,99.08944,99.88808,99.60973,102.13681,103.08663,101.42142,101.72405,102.29747,102.55796,102.77238,102.9039,..
Middle East & North Africa (excluding high income),"Gross enrolment ratio, primary, gender parity index (GPI)",0.80973,0.81208,0.82718,0.83717,0.84101,0.8521,0.85766,0.85907,0.86772,0.84079,0.86901,0.8757,0.88347,0.89097,0.89945,0.90637,0.91118,0.91448,0.91516,0.91747,0.92335,0.92794,0.93052,0.93251,0.9284,0.93942,0.95022,0.95872,0.96236,0.96604,0.96481,0.9663,0.96845,..
Middle East & North Africa (excluding high income),"Out-of-school children of primary school age, both sexes (number)",5988074,5950377,6163389,5452473,5384658,6407834,6481859,5993060,6587857,5952261,6053674,6210117,5947574,5463407,4456519,3714031,3406584,3131936,3303891,3448224,2987081,2755874,2501337,2196952,2220835,1948241,2288624,2522554,2565459,2582241,2466535,2388924,2416132,..
